Day,H1,H2,H3
2829,0.12527144,0.750796869,0.459478595
2830,0.090306884,0.761013926,0.430203552
2831,0.064591194,0.774094482,0.395797187
2832,0.183306207,0.780745128,0.406828679
2833,0.243119165,0.77836821,0.380905601
2834,0.361886272,0.769795534,0.342194957
2835,0.346594355,0.758327195,0.333785441
2836,0.24058822,0.745702074,0.327331768
2837,0.248771217,0.734542493,0.351371755
2838,0.221000645,0.73037445,0.357537167
2839,0.301464114,0.738374293,0.358073771
2840,0.34474641,0.756811702,0.397303915
2841,0.3381181,0.774882701,0.370320537
2842,0.426193691,0.779843696,0.329924432
2843,0.400665305,0.768742716,0.3427272
2844,0.382001197,0.753471439,0.32436191
2845,0.320197961,0.752313762,0.317806639
2846,0.252946095,0.773726887,0.311364638
2847,0.356005046,0.806801052,0.275024591
2848,0.415852368,0.82830638,0.284051115
2849,0.482434669,0.821537525,0.262541601
2850,0.485068546,0.79077646,0.22056985
2851,0.404394583,0.758261459,0.248682691
2852,0.40454594,0.745865092,0.245608674
2853,0.344185413,0.757321286,0.212127505
2854,0.324101072,0.776223128,0.204556816
2855,0.342321084,0.780824642,0.192450545
2856,0.346181336,0.762111333,0.205721401
2857,0.418203596,0.729750348,0.218543828
2858,0.390737903,0.702241439,0.229493459
2859,0.324416199,0.691345241,0.276775957
2860,0.253200743,0.694271968,0.288028623
2861,0.165230431,0.698434835,0.274306932
2862,0.1755216,0.692278969,0.276171115
2863,0.18728422,0.672330388,0.276790959
2864,0.227920672,0.642662894,0.292590045
2865,0.274582272,0.610702682,0.277849937
2866,0.253538367,0.584700193,0.261410109
2867,0.233566064,0.573327599,0.288440926
2868,0.183455976,0.583733117,0.266127741
2869,0.16385814,0.616465415,0.249572515
2870,0.182594575,0.661480602,0.286394464
2871,0.191321322,0.701349405,0.290953977
2872,0.219349567,0.721999173,0.298910399
2873,0.226875842,0.722958095,0.289719743
2874,0.215277648,0.717340978,0.252928313
2875,0.160380315,0.720079045,0.267813885
2876,0.072574309,0.734093308,0.255472843
2877,0.023155584,0.747113706,0.237416715
2878,0.039109826,0.74274328,0.292378096
2879,0.109085752,0.71613792,0.316243876
2880,0.146872851,0.679946989,0.322829007
2881,0.148567407,0.654843565,0.35136104
2882,0.132317183,0.653089958,0.367677468
2883,0.124003372,0.66978094,0.407051446
2884,0.128789652,0.688911152,0.417094154
2885,0.081119702,0.697633268,0.400006562
2886,0.058164006,0.695252623,0.417111556
2887,0.06982068,0.689736746,0.390654425
2888,0.107824432,0.687035488,0.349996101
2889,0.143473543,0.684775693,0.351634877
2890,0.071346885,0.676205037,0.354376198
2891,0.019551517,0.659117065,0.3769932
2892,0.011385015,0.639570504,0.377381762
2893,0.050900273,0.626317559,0.358957427
2894,0.143351146,0.622181689,0.38110542
2895,0.157657417,0.622086083,0.361843936
2896,0.219713739,0.620281792,0.328548784
2897,0.294752668,0.619076454,0.34281847
2898,0.337174439,0.62898568,0.333953573
2899,0.392463698,0.65866276,0.318883972
2900,0.348404786,0.703863628,0.302159507
2901,0.380493742,0.746822261,0.287408201
2902,0.454761227,0.768103442,0.322763532
2903,0.490457175,0.761115672,0.336530765
2904,0.554124988,0.736615696,0.342809703
2905,0.500558893,0.713538646,0.38511331
2906,0.499102579,0.704643042,0.384750123
2907,0.523973148,0.709266635,0.366460985
2908,0.496123926,0.717919746,0.348722068
2909,0.548797011,0.722488658,0.329056817
2910,0.524696459,0.722072919,0.34650012
2911,0.56185308,0.720589576,0.322502758
2912,0.619703335,0.720969337,0.288394832
2913,0.585020232,0.722982749,0.307624316
2914,0.629726821,0.726061595,0.279315705
2915,0.590117513,0.732073391,0.252668592
2916,0.594320691,0.743338821,0.268467518
2917,0.635861246,0.757734272,0.258312581
2918,0.586042163,0.76759699,0.266347992
2919,0.632499588,0.765971104,0.249163446
2920,0.583101557,0.755162322,0.204797856
2921,0.536512579,0.748047786,0.227126087
2922,0.536927994,0.758244324,0.226469562
2923,0.461884735,0.786577155,0.208491747
2924,0.522120203,0.816860975,0.248283905
2925,0.514930562,0.826965324,0.261021796
2926,0.501697222,0.807009013,0.249830826
2927,0.556753464,0.768702502,0.237853864
2928,0.530987361,0.736642128,0.21864678
2929,0.623949492,0.728309305,0.23076737
2930,0.637021647,0.740011248,0.219845185
2931,0.615767137,0.751021299,0.193525896
2932,0.678559101,0.742087198,0.200029092
2933,0.650198072,0.71200479,0.188902369
2934,0.700576031,0.678310917,0.178225654
2935,0.646997459,0.662617928,0.178168854
2936,0.533891192,0.674065587,0.189920586
2937,0.538592529,0.704429208,0.230094342
2938,0.487809398,0.736840568,0.213531587
2939,0.532661995,0.758539784,0.183219927
2940,0.513931705,0.766848711,0.198451454
2941,0.443824319,0.766011494,0.169114886
2942,0.498730752,0.761073729,0.151473609
2943,0.478334275,0.755437339,0.17380018
2944,0.51082551,0.752368923,0.176684345
2945,0.494098874,0.755708838,0.207720871
2946,0.438013293,0.76695783,0.214412004
2947,0.51764725,0.78189646,0.203746225
2948,0.508098054,0.792172803,0.260148126
2949,0.495819822,0.792381572,0.277269734
2950,0.420245232,0.786150174,0.265181533
2951,0.290352387,0.783973809,0.291928563
2952,0.298519634,0.793146115,0.28056065
2953,0.25783954,0.808910024,0.260110845
2954,0.252893667,0.816365033,0.24838974
2955,0.254452813,0.803056272,0.24001775
2956,0.220521271,0.771360493,0.28170016
2957,0.284512263,0.738735275,0.294485636
2958,0.2646593,0.724516439,0.282670084
2959,0.242792324,0.73453102,0.306279935
2960,0.247789161,0.757179572,0.297556027
2961,0.245548042,0.774235362,0.278247471
2962,0.347535667,0.7761991,0.267754358
2963,0.387824962,0.768384608,0.248966912
2964,0.400934116,0.763251868,0.254404524
2965,0.399182695,0.767519985,0.221322795
2966,0.333149626,0.776690286,0.180531076
2967,0.318535555,0.78132968,0.206869946
2968,0.281194406,0.777594018,0.216841288
2969,0.279250825,0.770929801,0.228346684
2970,0.325459944,0.769742206,0.269722724
2971,0.339600664,0.776497428,0.288314039
2972,0.3723099,0.786104707,0.307346752
2973,0.36083299,0.793248918,0.294821289
2974,0.344203414,0.800400613,0.272780766
2975,0.346293511,0.817101328,0.301164808
2976,0.342487221,0.850176105,0.294067078
2977,0.394904682,0.894450612,0.270654001
2978,0.466749233,0.933930182,0.274819308
2979,0.534115266,0.953473936,0.257781552
2980,0.54248923,0.950576198,0.252890687
2981,0.4690845,0.936428937,0.241531412
2982,0.381583263,0.925527831,0.234672992
2983,0.31856709,0.92376672,0.276606092
2984,0.302198008,0.925836659,0.26397817
2985,0.287988637,0.923284606,0.236774313
2986,0.286464403,0.914422659,0.266287595
2987,0.306885695,0.906313906,0.268917466
2988,0.334202153,0.907635303,0.290840175
2989,0.349535481,0.920221501,0.338157028
2990,0.295834808,0.93758151,0.364563255
2991,0.273912984,0.950886964,0.423008658
2992,0.324433387,0.955500323,0.439821715
2993,0.433991065,0.951693237,0.423426643
2994,0.558817731,0.940485885,0.46947756
2995,0.566182583,0.921031909,0.483487764
2996,0.546782175,0.893471053,0.466590861
2997,0.510947602,0.863617373,0.476397705
2998,0.46025718,0.842182746,0.466082019
2999,0.444276562,0.836455451,0.458306287
3000,0.384243341,0.841515797,0.446031469
3001,0.42377992,0.840984023,0.437921019
3002,0.521719065,0.819429426,0.474780427
3003,0.582670857,0.776713081,0.481879474
3004,0.629458396,0.730724588,0.464223057
3005,0.552085399,0.704278249,0.461010033
3006,0.537820907,0.706515079,0.448168347
3007,0.591254337,0.725159151,0.450422836
3008,0.638736142,0.736982973,0.442130629
3009,0.753571711,0.727611625,0.447900875
3010,0.770131301,0.703311627,0.500687506
3011,0.804992988,0.684638331,0.497526789
3012,0.812868763,0.688059872,0.489795521
3013,0.702737715,0.711952974,0.532730436
3014,0.650719514,0.738608554,0.538313631
3015,0.553618625,0.749205931,0.550020956
3016,0.564342566,0.73798162,0.556916677
3017,0.650634251,0.714242997,0.52639487
3018,0.652825913,0.692814754,0.528712789
3019,0.710629206,0.683013296,0.493634017
3020,0.650590338,0.685135504,0.447360796
3021,0.599462069,0.694616868,0.484833664
3022,0.604722296,0.707253233,0.499714613
3023,0.562538226,0.720338689,0.497267555
3024,0.676035984,0.731004991,0.523324524
3025,0.739911284,0.73636584,0.525594418
3026,0.789587592,0.736659467,0.535934662
3027,0.841000446,0.737129765,0.529414353
3028,0.740179435,0.744208477,0.508093669
3029,0.716861743,0.757888884,0.526323512
3030,0.626350642,0.768174849,0.50272152
3031,0.558535172,0.761516625,0.454292691
3032,0.620095617,0.733650343,0.442481242
3033,0.626380235,0.697386537,0.430615698
3034,0.732565029,0.676498115,0.440947512
3035,0.726718166,0.688881474,0.447958943
3036,0.644568213,0.732654975,0.449419285
3037,0.656808853,0.787339121,0.484549088
3038,0.62021673,0.829358192,0.467292855
3039,0.726307096,0.848553011,0.432763695
3040,0.801931375,0.851956598,0.449535331
3041,0.832718321,0.853094928,0.444841679
3042,0.949883467,0.85804744,0.438302946
3043,0.925890247,0.861291253,0.432143512
3044,0.907109151,0.853881806,0.410882343
3045,0.799634773,0.834506329,0.420672005
3046,0.659755775,0.812052909,0.400407293
3047,0.709218098,0.797729253,0.375807681
3048,0.731172888,0.795406961,0.403735178
3049,0.810658818,0.80000878,0.393048542
3050,0.82773015,0.804770857,0.36206485
3051,0.760893207,0.808851297,0.339536515
3052,0.808878916,0.816824167,0.309827553
3053,0.781225629,0.830809632,0.318718438
3054,0.801492324,0.844422671,0.311393697
3055,0.844551413,0.846262903,0.309445926
3056,0.874291857,0.83059142,0.366154843
3057,1.025565113,0.804595447,0.370428942
3058,1.050068012,0.784077713,0.360901476
3059,1.010139896,0.780530395,0.392935405
3060,0.927494542,0.791345458,0.39907451
3061,0.804209303,0.802426454,0.420853382
3062,0.826514979,0.800912175,0.427047311
3063,0.82584829,0.786317606,0.400365126
3064,0.853773066,0.770183783,0.418000431
3065,0.907618018,0.765283077,0.397698478
3066,0.900166006,0.774743172,0.355361418
3067,0.940105794,0.790453166,0.378176284
3068,0.89737275,0.800630949,0.379534235
3069,0.856562853,0.798352972,0.355711736
3070,0.881868018,0.783758824,0.332243746
3071,0.90872866,0.760395521,0.293611716
3072,1.008920985,0.731855297,0.278637348
3073,1.047282644,0.702653309,0.250928806
3074,1.036124539,0.680520969,0.227145656
3075,1.002272131,0.674415114,0.252699655
3076,0.902183942,0.687481329,0.260582617
3077,0.847323963,0.711626164,0.260364685
3078,0.809875409,0.731242792,0.268797597
3079,0.816675124,0.735451265,0.282952528
3080,0.857691764,0.728577203,0.324562585
3081,0.855101085,0.728017707,0.31925651
3082,0.852642615,0.749355229,0.300771715
3083,0.83067188,0.791127072,0.316924312
3084,0.813587654,0.833548567,0.268060896
3085,0.809512889,0.853725576,0.217985948
3086,0.816329816,0.84476099,0.216170012
3087,0.879011251,0.821903129,0.199926031
3088,0.966556194,0.809992321,0.217690283
3089,1.034800965,0.82300765,0.222831972
3090,1.019837804,0.853340873,0.204303974
3091,0.952642649,0.879435111,0.24438621
3092,0.897803104,0.884197452,0.246398374
3093,0.878999623,0.867997436,0.227143047
3094,0.894482222,0.846222783,0.268122649
3095,0.874959854,0.835524217,0.276511287
3096,0.876194809,0.841653947,0.26536736
3097,0.904382661,0.858129757,0.263412479
3098,0.929921246,0.874019034,0.256494361
3099,0.949703993,0.882061661,0.292782294
3100,0.899125418,0.880854584,0.315543356
3101,0.907295137,0.872399996,0.32573343
3102,0.983043921,0.86018991,0.373790185
3103,1.063885929,0.849788947,0.381927464
3104,1.13917914,0.84865981,0.364199649
3105,1.095105221,0.861854687,0.354816906
3106,1.067271517,0.885848593,0.341959387
3107,1.057469882,0.907446397,0.353617038
3108,1.011927116,0.911778134,0.331360688
3109,1.002939429,0.894483925,0.297892587
3110,0.934283752,0.867283539,0.313096132
3111,0.949210635,0.850420371,0.291868086
3112,1.011041362,0.857142731,0.26903128
3113,1.006163263,0.883447997,0.287888642
3114,1.031583331,0.91232644,0.28877218
3115,0.97861675,0.928713529,0.292313732
3116,0.999220645,0.931472324,0.265883327
3117,1.07533392,0.931608979,0.222616897
3118,1.078803013,0.939011856,0.230064093
3119,1.139672135,0.950784608,0.210003381
3120,1.110818031,0.952402213,0.188768905
3121,1.10602351,0.930431383,0.217331794
3122,1.123805821,0.884666073,0.22102569
3123,1.041005148,0.828628588,0.22217521
3124,1.050813807,0.778900779,0.218453364
3125,1.008543171,0.744028098,0.213586654
3126,1.00355334,0.722878749,0.25690398
3127,1.053228738,0.711933122,0.258245054
3128,1.00339086,0.712070978,0.243711209
3129,1.052876835,0.727015708,0.277142646
3130,1.040075868,0.755533729,0.2661905
3131,1.035249726,0.786972578,0.255379612
3132,1.109572027,0.806667778,0.275849306
3133,1.099026442,0.807220095,0.282531974
3134,1.19506775,0.794690575,0.3188687
3135,1.214391525,0.782950237,0.317400448
3136,1.19241399,0.780901567,0.278220653
3137,1.247364624,0.784560047,0.291950372
3138,1.210528643,0.781563716,0.274540343
3139,1.273841408,0.76375844,0.240538354
3140,1.271211399,0.735795366,0.258430442
3141,1.22059347,0.711676464,0.268535852
3142,1.2746527,0.702777176,0.278602173
3143,1.238148854,0.708633368,0.283216867
3144,1.27820672,0.718450428,0.288412639
3145,1.261856793,0.720777021,0.337400337
3146,1.206998499,0.71174269,0.36158208
3147,1.30136252,0.695147998,0.366732472
3148,1.322933256,0.676595664,0.386582222
3149,1.390979223,0.659131886,0.376546808
3150,1.389945138,0.644486382,0.359466663
3151,1.316207128,0.636515681,0.329295768
3152,1.376010391,0.640664545,0.314661587
3153,1.353321119,0.658408676,0.352966687
3154,1.362030867,0.682784459,0.343624023
3155,1.343162274,0.701624684,0.329698158
3156,1.273901101,0.707422085,0.363850955
3157,1.339606652,0.704656445,0.351244938
3158,1.310284587,0.706211239,0.346193943
3159,1.281613449,0.720696148,0.359892704
3160,1.258123012,0.742367989,0.347387148
3161,1.220692592,0.754363376,0.368045122
3162,1.344784753,0.743835395,0.351461783
3163,1.402107825,0.7155106,0.313121175
3164,1.443299211,0.690269854,0.355233828
3165,1.476274772,0.688490031,0.378698299
3166,1.44315358,0.712178495,0.392313185
3167,1.500069507,0.741818065,0.452834159
3168,1.479300326,0.751160739,0.486714856
3169,1.457230885,0.72749801,0.510369076
3170,1.485750467,0.680531409,0.516580396
3171,1.484022167,0.633501498,0.508222665
3172,1.552923992,0.605541397,0.541534811
3173,1.536074264,0.600378963,0.543832195
3174,1.485752546,0.608958666,0.52209206
3175,1.472756678,0.620614483,0.529904669
3176,1.440123202,0.631409825,0.521573734
3177,1.495273841,0.643517362,0.518432785
3178,1.534318308,0.659208714,0.516805617
3179,1.569610644,0.677104396,0.520890503
3180,1.616677857,0.693836098,0.560303714
3181,1.587233744,0.707449202,0.545263841
3182,1.565769429,0.717602802,0.508784934
3183,1.520376797,0.722733371,0.517421661
3184,1.493305967,0.719148411,0.498777484
3185,1.515481813,0.705237546,0.488527531
3186,1.525242236,0.687188733,0.499981008
3187,1.564277718,0.678757336,0.500798898
3188,1.582512253,0.692260371,0.52733308
3189,1.566609035,0.727343383,0.516503948
3190,1.51827071,0.768366983,0.493724932
3191,1.44676856,0.794788321,0.529853433
3192,1.434210815,0.796833379,0.532288774
3193,1.478605759,0.782771785,0.518379087
3194,1.548500511,0.770858037,0.522382276
3195,1.577971356,0.772853186,0.501812194
3196,1.56602072,0.783962482,0.496147637
3197,1.547183382,0.788209085,0.474565466
3198,1.521588948,0.773999118,0.457771391
3199,1.499460319,0.745404673,0.50200729
3200,1.450770352,0.719135374,0.498377176
3201,1.453150487,0.710728118,0.472010507
3202,1.514018096,0.723018551,0.482187802
3203,1.566528994,0.746678374,0.460749788
3204,1.57789463,0.77045366,0.453925373
3205,1.477060165,0.790032324,0.457518372
3206,1.398996815,0.807409025,0.451643923
3207,1.387711537,0.823361488,0.495755038
3208,1.407286654,0.832726374,0.505266085
3209,1.477922965,0.82841877,0.492395942
3210,1.492728488,0.809947122,0.545781141
3211,1.54733921,0.786601868,0.581468758
3212,1.605110409,0.770644258,0.598731705
3213,1.57433193,0.766438462,0.625140517
3214,1.541298169,0.766391265,0.626094301
3215,1.45068922,0.75833259,0.626685314
3216,1.464800943,0.737617287,0.597940143
3217,1.561694047,0.712230006,0.566885926
3218,1.598263822,0.695756314,0.589098341
3219,1.647380186,0.694835706,0.595833576
3220,1.584494988,0.703016524,0.594920657
3221,1.544264264,0.706634975,0.604561139
3222,1.542714382,0.696821816,0.607453069
3223,1.482091535,0.67634644,0.630263195
3224,1.532100534,0.655657202,0.620644752
3225,1.559141326,0.643026872,0.613837176
3226,1.630425521,0.638568623,0.653484686
3227,1.711239412,0.636813551,0.628123646
3228,1.636007376,0.633543772,0.592592419
3229,1.601557782,0.629160867,0.603425654
3230,1.504596207,0.626000049,0.592774335
3231,1.45793531,0.624332685,0.616708732
3232,1.518406709,0.622913077,0.645573989
3233,1.515012919,0.623648132,0.650979185
3234,1.611954093,0.633718977,0.70178813
3235,1.619071147,0.660078357,0.701658049
3236,1.567979645,0.699925319,0.667819372
3237,1.55751709,0.737280013,0.698259958
3238,1.452123556,0.752020216,0.700632253
3239,1.481911669,0.735913337,0.682903563
3240,1.498609713,0.701673186,0.681808488
3241,1.506293065,0.675329591,0.664292059
3242,1.597499577,0.676623243,0.669356247
3243,1.552384123,0.703621868,0.662777205
3244,1.543553136,0.735006627,0.653055518
3245,1.447449799,0.748266469,0.692239194
3246,1.312534734,0.738063568,0.699350344
3247,1.34241231,0.719143581,0.676718305
3248,1.336959063,0.712168055,0.659936233
3249,1.425248011,0.725741402,0.635327781
3250,1.447865989,0.75026578,0.633314299
3251,1.369719147,0.767718119,0.613316973
3252,1.382707727,0.767367526,0.599048292
3253,1.287277033,0.753610267,0.634717882
3254,1.246889269,0.740751343,0.623480886
3255,1.2116085,0.741334405,0.604079567
3256,1.167861935,0.75850627,0.629431938
3257,1.293422157,0.786825247,0.638634221
3258,1.314708898,0.81754665,0.660914232
3259,1.305297778,0.842272794,0.667393809
3260,1.235218653,0.853597407,0.651441866
3261,1.102537105,0.846151986,0.672896712
3262,1.13868706,0.820276728,0.653071785
3263,1.132525999,0.785126628,0.625026361
3264,1.160435686,0.755697221,0.656981886
3265,1.20683085,0.743207308,0.661481516
3266,1.186850302,0.7460956,0.652182261
3267,1.250829898,0.75070591,0.636347076
3268,1.187279283,0.742971263,0.600764059
3269,1.093176045,0.721627518,0.598559451
3270,1.0520014,0.70057117,0.567401945
3271,1.014258475,0.696991053,0.535010086
3272,1.114749758,0.715134418,0.565622165
3273,1.137563885,0.740384678,0.558819044
3274,1.105141171,0.749554402,0.545554912
3275,1.06861116,0.728739614,0.568940131
3276,0.955748468,0.683343077,0.58439777
3277,0.916275138,0.632246765,0.632549346
3278,0.844103896,0.592456649,0.65957565
3279,0.800710447,0.568270898,0.654685569
3280,0.844179927,0.553312926,0.68739534
3281,0.855166753,0.540931665,0.669145329
3282,0.898639429,0.531303312,0.621092342
3283,0.867645014,0.528561642,0.624852699
3284,0.80219076,0.532512346,0.621654198
3285,0.781697443,0.535106966,0.617741054
3286,0.74864878,0.526320095,0.609468838
3287,0.788767984,0.503586781,0.5918963
3288,0.832315772,0.4747434,0.605625917
3289,0.859850812,0.450978516,0.593022184
3290,0.874230775,0.43677752,0.574373178
3291,0.812759097,0.427193017,0.592236669
3292,0.761770443,0.415293392,0.586037598
3293,0.726044687,0.401918077,0.56985203
3294,0.722802293,0.397032665,0.543459112
3295,0.757050629,0.410239348,0.526879347
3296,0.791427709,0.439213583,0.563680579
3297,0.853347953,0.46767226,0.567305072
3298,0.901155111,0.475869074,0.575806005
3299,0.907850185,0.454883768,0.633855044
3300,0.86147879,0.412493095,0.628784012
3301,0.810516801,0.366312012,0.61137723
3302,0.815558106,0.331206206,0.61200747
3303,0.852098485,0.311876226,0.582857051
3304,0.884352556,0.305066429,0.584574017
3305,0.847773377,0.306397712,0.555855239
3306,0.800481869,0.313927005,0.496048361
3307,0.773439386,0.326157061,0.500883809
3308,0.739536179,0.339267709,0.475674913
3309,0.717576547,0.348785965,0.4382855
3310,0.664951306,0.354577819,0.46704547
3311,0.683868009,0.362639345,0.480949027
3312,0.763330599,0.379589234,0.483177762
3313,0.805965902,0.404106687,0.474009167
3314,0.824522637,0.424638911,0.445716339
3315,0.753677467,0.427901008,0.452142924
3316,0.731999197,0.41171541,0.438472518
3317,0.767192368,0.389695555,0.415344029
3318,0.764565893,0.381428251,0.432741086
3319,0.789083428,0.395404676,0.430820605
3320,0.748946394,0.420015364,0.419348448
3321,0.755533557,0.43185371,0.405849772
3322,0.78785401,0.415140371,0.400623725
3323,0.726991986,0.375521729,0.435716891
3324,0.704901066,0.336007054,0.429547235
3325,0.64388055,0.318556081,0.412597847
3326,0.659867359,0.32736215,0.438269534
3327,0.738303402,0.347798058,0.421426855
3328,0.723706813,0.360644347,0.407743302
3329,0.763041646,0.358131527,0.426876621
3330,0.741880515,0.34815435,0.439800357
3331,0.748509098,0.344810275,0.481000873
3332,0.804701478,0.35537841,0.484158603
3333,0.760407425,0.375230265,0.460844174
3334,0.801761228,0.393198523,0.486240659
3335,0.793661223,0.400452335,0.471635225
3336,0.782956522,0.39480527,0.445965692
3337,0.817434835,0.379013384,0.463096115
3338,0.734441705,0.357773568,0.460323683
3339,0.742708641,0.337390913,0.464263108
3340,0.713185027,0.326515637,0.45776356
3341,0.681460939,0.333498928,0.452647315
3342,0.745630448,0.359831133,0.5097357
3343,0.721060835,0.395475848,0.535012673
3344,0.793924737,0.422689015,0.544479397
3345,0.818818617,0.427668027,0.591517502
3346,0.801791654,0.410813099,0.592943961
3347,0.885687935,0.385868852,0.5844415
3348,0.871252254,0.367669465,0.583033532
3349,0.926266968,0.359147148,0.574313322
3350,0.91964951,0.34971428,0.611526879
3351,0.842420485,0.326844886,0.615510855
3352,0.878720318,0.290074049,0.591674877
3353,0.820414296,0.253954928,0.619154284
3354,0.821983419,0.236721948,0.615337656
3355,0.795138303,0.244918759,0.593958328
3356,0.723087749,0.268090988,0.599776634
3357,0.805259594,0.288142961,0.592528749
3358,0.803456213,0.294347576,0.58773214
3359,0.831244746,0.290326726,0.554552598
3360,0.836493523,0.287685149,0.516991385
3361,0.790280922,0.293762315,0.536263684
3362,0.898113549,0.30564871,0.54824258
3363,0.91235866,0.315206289,0.568448196
3364,0.91630985,0.318459269,0.618409102
3365,0.896367081,0.319004717,0.655215402
3366,0.803583875,0.322328346,0.695133885
3367,0.83727648,0.328038784,0.697897171
3368,0.773472655,0.329267399,0.697556103
3369,0.701719887,0.320540539,0.743884471
3370,0.669070865,0.305807089,0.728091239
3371,0.608707545,0.297331494,0.696123702
3372,0.680263064,0.305204263,0.702644958
3373,0.657643932,0.327144408,0.666857623
3374,0.600401708,0.348777339,0.650272791
3375,0.584974621,0.354814169,0.651592891
3376,0.538215281,0.341104337,0.640621535
3377,0.609393514,0.316735208,0.680780029
3378,0.617405584,0.294925454,0.676765225
3379,0.602396674,0.281863163,0.634578822
3380,0.632007307,0.273775167,0.655280898
3381,0.594412406,0.263775322,0.649881088
3382,0.603289588,0.250568244,0.631705891
3383,0.536850505,0.240221969,0.652823897
3384,0.454284463,0.240123186,0.662429324
3385,0.452654574,0.252191079,0.679953216
3386,0.432416324,0.272277066,0.679456351
3387,0.476635361,0.295231724,0.670182881
3388,0.480447471,0.31892033,0.709482606
3389,0.455858627,0.342359899,0.726509713
3390,0.468622448,0.360827477,0.722240458
3391,0.44238262,0.365318554,0.729217524
3392,0.47321129,0.349415172,0.719303548
3393,0.51822842,0.317607267,0.716552826
3394,0.571558555,0.285426445,0.697564559
3395,0.646554127,0.268560631,0.69458544
3396,0.653950857,0.269495456,0.74816487
3397,0.647469969,0.274480186,0.754739404
3398,0.606111156,0.265236829,0.748335914
3399,0.539288928,0.235902663,0.778306353
3400,0.48434313,0.199671912,0.776274359
3401,0.435981061,0.178119371,0.786901381
3402,0.449460094,0.181984925,0.800830527
3403,0.48596531,0.200549427,0.802009622
3404,0.501860829,0.209498295,0.843854225
3405,0.474314021,0.190779671,0.84162503
3406,0.435552466,0.147448891,0.823588547
3407,0.448587032,0.10127573,0.872343259
3408,0.498596812,0.076106175,0.898576051
3409,0.567931444,0.081496756,0.917805065
3410,0.607530291,0.109142151,0.949151558
3411,0.653587353,0.142310535,0.952132282
3412,0.703746098,0.16805233,0.965717731
3413,0.693633277,0.182277316,0.945051004
3414,0.639498513,0.186611099,0.917818498
3415,0.531287149,0.183375956,0.955071063
3416,0.498538493,0.174279509,0.960319438
3417,0.559074975,0.162065184,0.95136975
3418,0.615590216,0.150573058,0.971845219
3419,0.674862573,0.141569602,0.969332457
3420,0.659367671,0.132201792,0.982085994
3421,0.675782069,0.117680603,0.982227157
3422,0.729391916,0.098013407,0.965475892
3423,0.732901442,0.081584703,0.989826167
3424,0.783348652,0.079757722,0.96232997
3425,0.814014077,0.095501239,0.901964342
3426,0.91094673,0.116707765,0.89263198
3427,1.026699766,0.122570924,0.878086126
3428,1.002713962,0.099827909,0.875197364
3429,0.963981705,0.055441613,0.889872227
3430,0.855602484,0.013864189,0.902880681
3431,0.805989646,0,0.939860326
3432,0.83928578,0.02172557,0.938177952
3433,0.808989784,0.066323901,0.922557058
3434,0.858725374,0.112791392,0.947302202
3435,0.859488645,0.148216867,0.946365363
3436,0.855312718,0.174006326,0.932821586
3437,0.87225787,0.198317129,0.909812811
3438,0.7732193,0.224009355,0.87615183
3439,0.778574419,0.2443894,0.874597324
3440,0.79031992,0.249989221,0.839668877
3441,0.835831983,0.238334815,0.816656733
3442,0.948002292,0.216422458,0.857717505
3443,0.917972783,0.1940019,0.84299751
3444,0.921898497,0.175488757,0.81339331
3445,0.841546623,0.159206942,0.806918245
3446,0.71847309,0.144120177,0.767928483
3447,0.701008866,0.135628534,0.761667429
3448,0.625743341,0.142721111,0.748274409
3449,0.676653201,0.168232484,0.716732348
3450,0.706126535,0.20220617,0.747938053
3451,0.675973725,0.226434474,0.739773315
3452,0.727248284,0.227548562,0.705147295
3453,0.665566508,0.207194609,0.736401776
3454,0.683232347,0.179926388,0.754797516
3455,0.703390998,0.160714612,0.763287833
3456,0.711428578,0.15348325,0.773105196
3457,0.877824518,0.150644273,0.759871021
3458,0.941567908,0.142880236,0.763153787
3459,1.00308484,0.129072885,0.740150681
3460,0.978256747,0.117159549,0.710786084
3461,0.848935233,0.116228956,0.732500412
3462,0.859004331,0.128400378,0.741951494
3463,0.806469524,0.14804366,0.738998607
3464,0.817403405,0.16762379,0.730448197
3465,0.85642122,0.183065866,0.718628924
3466,0.848020474,0.193493325,0.736475869
3467,0.970463938,0.197568468,0.720604444
3468,0.968686396,0.1927139,0.710428389
3469,0.942651344,0.179455939,0.753203838
3470,0.942007372,0.165637457,0.748134203
3471,0.92576275,0.163362177,0.739482773
3472,1.085145154,0.17858574,0.765507597
3473,1.16020574,0.202468664,0.782784041
3474,1.185539422,0.214610725,0.836103772
3475,1.197489515,0.198319343,0.86870391
3476,1.110451435,0.155882775,0.875939289
3477,1.112924502,0.10972264,0.924313276
3478,1.031288385,0.086697782,0.917347521
3479,0.955220896,0.097954998,0.887279552
3480,0.984545243,0.131395121,0.910593445
3481,1.000350295,0.163121242,0.916368418
3482,1.108131454,0.177632088,0.924071144
3483,1.110867155,0.179184257,0.926094902
3484,1.052550301,0.185226809,0.912911557
3485,1.053413802,0.208966983,0.939825104
3486,1.026909896,0.247054121,0.93384001
3487,1.101907583,0.282516545,0.915762125
3488,1.148163367,0.298871071,0.94563472
3489,1.174366027,0.292265482,0.934010355
3490,1.242654864,0.272118323,0.901863595
3491,1.217682051,0.252054739,0.876260096
3492,1.19380738,0.24058298,0.844950405
3493,1.114996822,0.238604527,0.862029622
3494,1.030487892,0.24271908,0.867184554
